	AGENT	ITERATION	NO OF GHOSTS	RESULT	TIME
0	A2	1	1	True	34.29192305
1	A2	2	1	True	26.73476791
2	A2	3	1	True	11.98332119
3	A2	4	1	True	16.94484115
4	A2	5	1	True	14.99322605
5	A2	6	1	True	10.80141687
6	A2	7	1	True	11.13571
7	A2	8	1	True	13.43325019
8	A2	9	1	True	15.35900187
9	A2	10	1	True	14.96123314
10	A2	11	1	True	15.17546391
11	A2	12	1	True	15.47103119
12	A2	13	1	True	11.94075704
13	A2	14	1	True	17.54862905
14	A2	15	1	True	12.42141271
15	A2	16	1	True	11.151402
16	A2	17	1	True	13.95774913
17	A2	18	1	True	14.50262666
18	A2	19	1	True	13.76199317
19	A2	20	1	True	13.1519649
20	A2	21	1	True	14.85867977
21	A2	22	1	True	11.12763405
22	A2	23	1	False	15.0829711
23	A2	24	1	True	10.39680505
0	A2	1	2	True	43.71626019477844
1	A2	2	2	True	20.66936492919922
2	A2	3	2	True	21.597501039505005
3	A2	4	2	True	15.564293146133425
4	A2	5	2	True	7.2396769523620605
5	A2	6	2	True	13.963075160980225
6	A2	7	2	True	9.995491027832031
7	A2	8	2	True	14.062523126602173
8	A2	9	2	True	16.139653205871582
9	A2	10	2	True	16.187968015670776
10	A2	11	2	True	16.83845090866089
11	A2	12	2	True	15.776727199554443
12	A2	13	2	False	13.84418797492981
13	A2	14	2	False	11.959115982055664
14	A2	15	2	True	16.644922018051147
15	A2	16	2	True	16.77142906188965
16	A2	17	2	True	15.214764833450316
17	A2	18	2	True	19.43122792243957
18	A2	19	2	False	12.514489889144896
19	A2	20	2	False	11.438199996948242
20	A2	21	2	True	16.95748496055603
21	A2	22	2	False	12.524728059768677
22	A2	23	2	True	308.1116409301758
23	A2	24	2	True	14.196382999420166
0	A2	1	3	False	2.325166940689087
1	A2	2	3	True	4.364958047866821
2	A2	3	3	True	19.975892066955566
3	A2	4	3	False	38.21121311187744
4	A2	5	3	True	16.25039505958557
5	A2	6	3	True	10.4389967918396
6	A2	7	3	True	19.42618703842163
7	A2	8	3	True	13.792181015014648
8	A2	9	3	True	15.142802953720093
9	A2	10	3	True	7.578359842300415
10	A2	11	3	True	14.750911951065063
11	A2	12	3	True	15.064478397369385
12	A2	13	3	True	15.84109902381897
13	A2	14	3	True	15.047991037368774
14	A2	15	3	True	13.369374990463257
15	A2	16	3	True	19.179760932922363
16	A2	17	3	True	18.49454379081726
17	A2	18	3	True	15.243326902389526
18	A2	19	3	True	14.516109943389893
19	A2	20	3	True	17.121341943740845
20	A2	21	3	True	13.658176183700562
21	A2	22	3	False	10.580496788024902
22	A2	23	3	True	15.684063911437988
23	A2	24	3	True	15.883844137191772
0	A2	1	4	True	40.870635747909546
1	A2	2	4	True	24.83497309684753
2	A2	3	4	True	13.689580917358398
3	A2	4	4	False	10.397470951080322
4	A2	5	4	True	14.480702877044678
5	A2	6	4	True	13.598957777023315
6	A2	7	4	True	11.129498958587646
7	A2	8	4	True	17.30137324333191
8	A2	9	4	True	15.591747045516968
9	A2	10	4	True	18.58339619636536
10	A2	11	4	False	12.245424270629885
11	A2	12	4	False	11.487284898757936
12	A2	13	4	True	22.39793038368225
13	A2	14	4	False	15.893234014511108
14	A2	15	4	True	16.950777053833008
15	A2	16	4	True	16.8671133518219
16	A2	17	4	True	18.219218015670776
17	A2	18	4	False	6.338964939117432
18	A2	19	4	False	7.886994123458862
19	A2	20	4	False	10.493980169296265
20	A2	21	4	True	15.977688789367676
21	A2	22	4	True	14.315715074539185
22	A2	23	4	True	16.97946286201477
23	A2	24	4	True	308.38675832748413
0	A2	1	5	True	25.401183128356934
1	A2	2	5	True	32.72105288505554
2	A2	3	5	True	12.94571590423584
3	A2	4	5	True	11.700490951538086
4	A2	5	5	False	15.180259943008425
5	A2	6	5	True	13.266475915908812
6	A2	7	5	True	13.773229122161863
7	A2	8	5	True	12.760658979415894
8	A2	9	5	True	15.2834312915802
9	A2	10	5	True	13.50890612602234
10	A2	11	5	True	14.721395015716553
11	A2	12	5	True	13.47374415397644
12	A2	13	5	True	15.85164713859558
13	A2	14	5	True	21.69378685951233
14	A2	15	5	True	17.381735801696777
15	A2	16	5	True	14.617987871170044
16	A2	17	5	True	14.245415210723875
17	A2	18	5	True	15.70310091972351
18	A2	19	5	True	13.822681903839111
19	A2	20	5	True	17.81766390800476
20	A2	21	5	True	14.177677869796751
21	A2	22	5	True	17.17165207862854
22	A2	23	5	True	15.265445947647097
23	A2	24	5	True	304.4644618034363
0	A2	1	6	False	2.253588914871216
1	A2	2	6	False	5.120594263076782
2	A2	3	6	True	36.93936204910278
3	A2	4	6	True	25.51324486732483
4	A2	5	6	True	14.267277956008911
5	A2	6	6	True	22.161986112594604
6	A2	7	6	True	15.546030044555664
7	A2	8	6	True	16.938974857330322
8	A2	9	6	True	15.340863943099976
9	A2	10	6	False	0.5871150493621826
10	A2	11	6	True	14.526119947433472
11	A2	12	6	True	13.054262161254885
12	A2	13	6	True	17.097601175308228
13	A2	14	6	True	18.264525175094604
14	A2	15	6	True	24.11068105697632
15	A2	16	6	False	16.977447986602783
16	A2	17	6	False	17.00844120979309
17	A2	18	6	False	13.882699012756348
18	A2	19	6	False	9.09610104560852
19	A2	20	6	True	17.160976886749268
20	A2	21	6	True	18.342888832092285
21	A2	22	6	True	18.064328908920288
22	A2	23	6	True	17.69256901741028
23	A2	24	6	True	310.09725999832153
0	A2	1	7	True	45.62894225120544
1	A2	2	7	True	23.065475702285767
2	A2	3	7	True	19.92847204208374
3	A2	4	7	True	17.86479902267456
4	A2	5	7	True	16.22996711730957
5	A2	6	7	True	18.552155017852783
6	A2	7	7	True	17.66402578353882
7	A2	8	7	True	18.78031086921692
8	A2	9	7	True	17.05943775177002
9	A2	10	7	False	10.803900003433228
10	A2	11	7	True	24.418436765670776
11	A2	12	7	True	18.11367392539978
12	A2	13	7	True	20.25056505203247
13	A2	14	7	True	20.16290283203125
14	A2	15	7	True	19.41917109489441
15	A2	16	7	True	20.892740964889526
16	A2	17	7	True	16.67240071296692
17	A2	18	7	True	19.728368043899536
18	A2	19	7	False	7.4058122634887695
19	A2	20	7	True	309.01417207717896
20	A2	21	7	True	17.47576880455017
21	A2	22	7	True	19.19891571998596
22	A2	23	7	True	10.65159511566162
23	A2	24	7	True	13.492377996444702
0	A2	1	8	True	22.82485604286194
1	A2	2	8	False	40.44769096374512
2	A2	3	8	False	15.87192964553833
3	A2	4	8	True	23.37912106513977
4	A2	5	8	True	15.51811981201172
5	A2	6	8	True	17.300703048706055
6	A2	7	8	True	18.68911099433899
7	A2	8	8	False	17.286216020584106
8	A2	9	8	True	23.095582008361816
9	A2	10	8	True	19.94175720214844
10	A2	11	8	True	29.029998064041138
11	A2	12	8	False	18.17968201637268
12	A2	13	8	False	18.56109595298767
13	A2	14	8	False	22.54792618751526
14	A2	15	8	True	21.49128293991089
15	A2	16	8	True	20.960812091827396
16	A2	17	8	False	16.30284094810486
17	A2	18	8	True	312.3251268863678
18	A2	19	8	False	78.87848591804504
19	A2	20	8	True	11.559079885482788
20	A2	21	8	False	10.280156135559082
21	A2	22	8	True	8.503536939620972
22	A2	23	8	True	7.638490200042725
23	A2	24	8	True	9.343195915222168
0	A2	1	9	False	55.33708691596985
1	A2	2	9	False	24.00931692123413
2	A2	3	9	False	25.67851591110229
3	A2	4	9	False	14.474194049835203
4	A2	5	9	False	25.1349356174469
5	A2	6	9	False	20.958688974380493
6	A2	7	9	False	22.81291007995605
7	A2	8	9	False	27.53578400611877
8	A2	9	9	False	33.60824275016785
9	A2	10	9	False	27.13345193862915
10	A2	11	9	False	28.905290126800537
11	A2	12	9	False	26.351234912872314
12	A2	13	9	False	25.28075122833252
13	A2	14	9	False	315.8567519187927
14	A2	15	9	False	19.54539704322815
15	A2	16	9	False	23.92327189445496
16	A2	17	9	False	17.255311965942383
17	A2	18	9	False	15.653724908828735
18	A2	19	9	False	15.006278038024902
19	A2	20	9	False	11.953529834747314
20	A2	21	9	False	9.4379620552063
21	A2	22	9	False	11.13868808746338
22	A2	23	9	False	9.831125020980837
23	A2	24	9	False	8.068952083587646
0	A2	1	10	True	48.5332818031311
1	A2	2	10	True	20.725685119628903
2	A2	3	10	True	18.947399854660038
3	A2	4	10	True	15.937649250030518
4	A2	5	10	True	16.037379026412964
5	A2	6	10	False	5.5124900341033936
6	A2	7	10	False	5.842810869216919
7	A2	8	10	True	18.729408025741577
8	A2	9	10	True	18.649035930633545
9	A2	10	10	True	14.201879739761353
10	A2	11	10	False	13.790292024612429
11	A2	12	10	True	16.02061891555786
12	A2	13	10	False	12.732340097427368
13	A2	14	10	True	22.83522772789001
14	A2	15	10	True	17.43600606918335
15	A2	16	10	True	23.954699993133545
16	A2	17	10	True	20.77398681640625
17	A2	18	10	True	18.14653277397156
18	A2	19	10	True	22.43300986289978
19	A2	20	10	False	2.688120126724243
20	A2	21	10	False	7.785082101821899
21	A2	22	10	True	313.5099058151245
22	A2	23	10	True	15.468693017959597
23	A2	24	10	True	20.437464952468872
0	A2	1	11	False	60.13628911972046
1	A2	2	11	False	25.988638162612915
2	A2	3	11	False	19.099735021591187
3	A2	4	11	False	19.07512617111206
4	A2	5	11	False	24.41308283805847
5	A2	6	11	False	25.41875410079956
6	A2	7	11	False	26.085975885391235
7	A2	8	11	False	32.19627380371094
8	A2	9	11	False	34.00335693359375
9	A2	10	11	False	32.615251779556274
10	A2	11	11	False	28.19055700302124
11	A2	12	11	False	29.885809898376465
12	A2	13	11	False	319.2808270454407
13	A2	14	11	False	23.15701699256897
14	A2	15	11	False	24.75467109680176
15	A2	16	11	False	19.525798082351685
16	A2	17	11	False	18.88306212425232
17	A2	18	11	False	12.962975025177002
18	A2	19	11	False	13.807095050811768
19	A2	20	11	False	10.914459228515623
20	A2	21	11	False	9.523663997650146
21	A2	22	11	False	10.718163967132568
22	A2	23	11	False	2.235719919204712
23	A2	24	11	False	5.673989295959473
0	A2	1	12	True	52.01707696914673
1	A2	2	12	True	24.42872190475464
2	A2	3	12	False	0.3594298362731933
3	A2	4	12	False	13.6171293258667
4	A2	5	12	True	18.187066078186035
5	A2	6	12	True	24.391427040100098
6	A2	7	12	True	17.241415977478027
7	A2	8	12	True	18.979184865951535
8	A2	9	12	False	5.563797950744629
9	A2	10	12	False	3.205857753753662
10	A2	11	12	False	6.193284034729004
11	A2	12	12	True	22.035387754440308
12	A2	13	12	True	27.97574496269226
13	A2	14	12	True	22.33203101158142
14	A2	15	12	True	24.631335973739624
15	A2	16	12	True	27.31420087814331
16	A2	17	12	True	20.25635027885437
17	A2	18	12	False	6.168811559677124
18	A2	19	12	True	21.461771965026852
19	A2	20	12	True	315.7153890132904
20	A2	21	12	True	16.658170223236084
21	A2	22	12	False	8.253334045410156
22	A2	23	12	True	20.33523917198181
23	A2	24	12	True	12.683081150054932
0	A2	1	13	True	47.58091187477112
1	A2	2	13	True	22.117732048034668
2	A2	3	13	True	20.548567056655884
3	A2	4	13	True	21.74833297729492
4	A2	5	13	False	8.931058883666992
5	A2	6	13	True	21.90347695350647
6	A2	7	13	True	17.296298027038574
7	A2	8	13	True	17.99587392807007
8	A2	9	13	True	16.78264093399048
9	A2	10	13	True	13.675816297531128
10	A2	11	13	True	26.700865983963013
11	A2	12	13	False	4.432413339614868
12	A2	13	13	True	24.45130515098572
13	A2	14	13	True	23.00057601928711
14	A2	15	13	True	21.045892238616943
15	A2	16	13	True	23.957324981689453
16	A2	17	13	False	17.075146913528442
17	A2	18	13	True	23.452549934387207
18	A2	19	13	True	313.5429458618164
19	A2	20	13	True	19.95774984359741
20	A2	21	13	False	12.084315061569214
21	A2	22	13	True	12.682018041610718
22	A2	23	13	True	14.328619003295898
23	A2	24	13	True	14.192247152328491
0	A2	1	14	False	29.202955961227417
1	A2	2	14	True	33.920937061309814
2	A2	3	14	True	17.759767055511475
3	A2	4	14	True	24.96088004112244
4	A2	5	14	True	20.85719418525696
5	A2	6	14	True	23.927166223526
6	A2	7	14	True	24.993507862091064
7	A2	8	14	False	12.766406297683716
8	A2	9	14	True	24.10456085205078
9	A2	10	14	False	24.38485097885132
10	A2	11	14	True	21.506090879440308
11	A2	12	14	False	21.32666516304016
12	A2	13	14	True	27.073868989944454
13	A2	14	14	True	26.38690996170044
14	A2	15	14	True	22.90248394012451
15	A2	16	14	True	316.3659749031067
16	A2	17	14	True	21.324499130249023
17	A2	18	14	True	23.68137001991272
18	A2	19	14	False	4.696622133255005
19	A2	20	14	True	14.130465984344482
20	A2	21	14	False	6.915292978286743
21	A2	22	14	False	12.311479091644289
22	A2	23	14	True	11.163516998291016
23	A2	24	14	True	8.033322095870972
0	A2	1	15	True	47.77696895599365
1	A2	2	15	False	13.532025814056396
2	A2	3	15	False	13.83506202697754
3	A2	4	15	False	20.916558027267456
4	A2	5	15	False	18.82244992256165
5	A2	6	15	True	23.537508726119995
6	A2	7	15	True	14.952133893966677
7	A2	8	15	True	21.86441111564636
8	A2	9	15	True	22.63642907142639
9	A2	10	15	True	30.406158924102783
10	A2	11	15	True	28.370378017425537
11	A2	12	15	True	24.95592403411865
12	A2	13	15	True	26.96310806274414
13	A2	14	15	True	24.874617099761963
14	A2	15	15	True	20.38524699211121
15	A2	16	15	True	309.68478202819824
16	A2	17	15	False	11.784255027770996
17	A2	18	15	True	26.312515020370483
18	A2	19	15	False	7.761565923690796
19	A2	20	15	True	7.497647762298584
20	A2	21	15	True	11.074735164642334
21	A2	22	15	True	12.571913957595823
22	A2	23	15	True	10.78352689743042
23	A2	24	15	True	9.198958158493042
0	A2	1	16	True	38.89887475967407
1	A2	2	16	True	26.77202415466309
2	A2	3	16	True	19.442073822021484
3	A2	4	16	False	13.111814737319946
4	A2	5	16	True	18.020008087158203
5	A2	6	16	True	18.81528401374817
6	A2	7	16	False	14.462943077087402
7	A2	8	16	True	19.693769931793213
8	A2	9	16	False	16.854570865631104
9	A2	10	16	True	23.474711894989014
10	A2	11	16	True	28.522665977478027
11	A2	12	16	True	24.141192197799683
12	A2	13	16	True	26.78774309158325
13	A2	14	16	True	21.459097146987915
14	A2	15	16	True	21.959518909454346
15	A2	16	16	True	22.83924078941345
16	A2	17	16	True	22.181580066680908
17	A2	18	16	True	311.3814961910248
18	A2	19	16	True	21.7306969165802
19	A2	20	16	False	4.956862211227417
20	A2	21	16	False	4.657030344009399
21	A2	22	16	False	0.5225770473480225
22	A2	23	16	False	0.0061540603637695
23	A2	24	16	False	0.0099971294403076
0	A2	1	17	False	44.922951221466064
1	A2	2	17	False	18.428319215774536
2	A2	3	17	True	17.84648609161377
3	A2	4	17	True	22.438048124313354
4	A2	5	17	True	23.96165609359741
5	A2	6	17	True	24.821009874343872
6	A2	7	17	False	18.3804669380188
7	A2	8	17	False	11.101479053497314
8	A2	9	17	False	10.71923017501831
9	A2	10	17	False	606.4294669628143
10	A2	11	17	True	5.668112754821777
11	A2	12	17	False	1.0791170597076416
12	A2	13	17	False	0.5382959842681885
13	A2	14	17	False	2.260861873626709
14	A2	15	17	False	3.090481996536255
15	A2	16	17	True	4.23660683631897
16	A2	17	17	True	3.979430913925171
17	A2	18	17	True	2.992568254470825
18	A2	19	17	True	2.674945116043091
19	A2	20	17	True	2.4484758377075195
20	A2	21	17	True	2.0632309913635254
21	A2	22	17	False	0.5479030609130859
22	A2	23	17	False	0.994495153427124
23	A2	24	17	False	0.4214918613433838
0	A2	1	18	True	87.7779631614685
1	A2	2	18	False	9.859645128250122
2	A2	3	18	True	19.067176818847656
3	A2	4	18	True	25.500518083572388
4	A2	5	18	True	20.82357382774353
5	A2	6	18	True	19.701374292373657
6	A2	7	18	True	22.69585919380188
7	A2	8	18	True	25.486778020858765
8	A2	9	18	True	27.367156982421875
9	A2	10	18	True	27.42291903495789
10	A2	11	18	False	22.60083103179932
11	A2	12	18	True	18.80074906349182
12	A2	13	18	True	24.099268198013306
13	A2	14	18	False	13.813146829605104
14	A2	15	18	True	313.2793490886688
15	A2	16	18	False	16.340684175491333
16	A2	17	18	True	20.05548596382141
17	A2	18	18	False	4.824828147888184
18	A2	19	18	True	17.99172616004944
19	A2	20	18	True	12.77696704864502
20	A2	21	18	False	10.8934588432312
21	A2	22	18	False	4.234539985656738
22	A2	23	18	False	5.940219879150391
23	A2	24	18	False	7.587961912155151
0	A2	1	19	True	50.6777868270874
1	A2	2	19	True	22.855088233947757
2	A2	3	19	True	24.256237030029297
3	A2	4	19	True	25.23364806175232
4	A2	5	19	True	26.242642164230347
5	A2	6	19	True	27.25507926940918
6	A2	7	19	True	25.14490795135498
7	A2	8	19	False	3.3683888912200928
8	A2	9	19	False	5.363862037658691
9	A2	10	19	False	7.742000102996826
10	A2	11	19	True	24.98956799507141
11	A2	12	19	True	26.537117958068848
12	A2	13	19	False	5.45266580581665
13	A2	14	19	True	23.785622119903564
14	A2	15	19	True	20.86240291595459
15	A2	16	19	True	24.360685110092163
16	A2	17	19	True	22.07127022743225
17	A2	18	19	False	308.4579408168793
18	A2	19	19	False	20.01778292655945
19	A2	20	19	True	21.182719945907596
20	A2	21	19	True	16.152501821517944
21	A2	22	19	True	16.69313883781433
22	A2	23	19	False	4.5890419483184814
23	A2	24	19	False	3.908399820327759
0	A2	1	20	True	47.31785106658936
1	A2	2	20	False	11.196747779846191
2	A2	3	20	True	26.04675316810608
3	A2	4	20	False	9.362521171569824
4	A2	5	20	True	22.81659293174744
5	A2	6	20	True	21.497345685958862
6	A2	7	20	False	14.699753999710085
7	A2	8	20	True	23.313739776611328
8	A2	9	20	False	4.103164911270142
9	A2	10	20	True	28.38530898094177
10	A2	11	20	True	33.4174861907959
11	A2	12	20	False	6.284312963485718
12	A2	13	20	False	3.320812940597534
13	A2	14	20	True	30.54352211952209
14	A2	15	20	True	32.16152334213257
15	A2	16	20	True	27.109852075576782
16	A2	17	20	False	315.7991530895233
17	A2	18	20	True	19.21228313446045
18	A2	19	20	True	29.500211238861084
19	A2	20	20	False	3.12902307510376
20	A2	21	20	True	13.471587181091309
21	A2	22	20	False	1.7407760620117188
22	A2	23	20	False	2.7342867851257324
23	A2	24	20	False	3.02468490600586
0	A2	1	21	True	52.378849029541016
1	A2	2	21	True	20.50649690628052
2	A2	3	21	False	31.018885135650635
3	A2	4	21	False	9.774768114089966
4	A2	5	21	False	7.928878784179687
5	A2	6	21	False	5.4044389724731445
6	A2	7	21	False	16.435317993164062
7	A2	8	21	True	20.7973849773407
8	A2	9	21	True	28.629183053970337
9	A2	10	21	True	27.78765630722046
10	A2	11	21	True	26.9850869178772
11	A2	12	21	True	31.135231256484985
12	A2	13	21	True	31.93327689170837
13	A2	14	21	True	29.164362907409668
14	A2	15	21	False	14.5349760055542
15	A2	16	21	True	317.59077310562134
16	A2	17	21	True	22.88817811012268
17	A2	18	21	True	20.60712504386902
18	A2	19	21	True	12.442507982254028
19	A2	20	21	False	11.596843957901
20	A2	21	21	True	12.312772035598757
21	A2	22	21	True	14.186622381210327
22	A2	23	21	True	11.02634620666504
23	A2	24	21	True	11.64049220085144
0	A2	1	22	True	50.245617151260376
1	A2	2	22	False	8.597361087799072
2	A2	3	22	False	16.00143575668335
3	A2	4	22	False	13.997391939163208
4	A2	5	22	True	27.75371098518372
5	A2	6	22	False	14.00062108039856
6	A2	7	22	False	3.517426013946533
7	A2	8	22	False	12.844412803649902
8	A2	9	22	False	11.468148231506348
9	A2	10	22	False	8.070284128189087
10	A2	11	22	True	27.562079906463623
11	A2	12	22	False	23.95114588737488
12	A2	13	22	True	29.446979761123657
13	A2	14	22	True	29.28854870796204
14	A2	15	22	False	10.83937406539917
15	A2	16	22	True	30.182649850845337
16	A2	17	22	True	25.347556114196777
17	A2	18	22	True	314.77494192123413
18	A2	19	22	False	8.345754146575928
19	A2	20	22	False	18.027353286743164
20	A2	21	22	True	26.07520794868469
21	A2	22	22	True	17.01144814491272
22	A2	23	22	True	16.247586727142334
23	A2	24	22	True	12.110641241073608
0	A2	1	23	False	62.14675402641296
1	A2	2	23	True	51.98507499694824
2	A2	3	23	False	39.17296099662781
3	A2	4	23	True	36.153550148010254
4	A2	5	23	True	32.2487359046936
5	A2	6	23	True	26.64509987831116
6	A2	7	23	True	32.660032987594604
7	A2	8	23	False	16.866631031036377
8	A2	9	23	True	33.00984787940979
9	A2	10	23	True	321.1013550758362
10	A2	11	23	False	3.8602137565612793
11	A2	12	23	True	27.45297169685364
12	A2	13	23	True	26.280864000320435
13	A2	14	23	False	15.175282955169678
14	A2	15	23	False	8.46988320350647
15	A2	16	23	False	11.915452003479004
16	A2	17	23	True	12.48778486251831
17	A2	18	23	True	12.750141859054564
18	A2	19	23	True	11.82378101348877
19	A2	20	23	True	11.599509954452516
20	A2	21	23	False	4.051872968673706
21	A2	22	23	False	2.08585786819458
22	A2	23	23	False	1.8766491413116453
23	A2	24	23	False	0.0346128940582275
0	A2	1	24	True	53.20864510536194
1	A2	2	24	False	13.58937692642212
2	A2	3	24	False	26.11204409599304
3	A2	4	24	True	23.202754259109497
4	A2	5	24	True	27.473570108413696
5	A2	6	24	True	23.066577911376957
6	A2	7	24	False	10.728572130203249
7	A2	8	24	False	14.491997957229614
8	A2	9	24	False	1.0183711051940918
9	A2	10	24	False	1.0090548992156982
10	A2	11	24	True	34.19632196426392
11	A2	12	24	True	29.354590892791748
12	A2	13	24	True	33.149598836898804
13	A2	14	24	True	30.55964493751526
14	A2	15	24	True	24.359670877456665
15	A2	16	24	True	316.5315091609955
16	A2	17	24	False	2.9350409507751465
17	A2	18	24	True	22.929805994033813
18	A2	19	24	True	24.7470383644104
19	A2	20	24	True	12.649982929229736
20	A2	21	24	True	11.87687921524048
21	A2	22	24	False	11.364192008972168
22	A2	23	24	False	5.778594017028809
23	A2	24	24	False	5.809787750244141
0	A2	1	25	True	49.97065997123718
1	A2	2	25	False	19.325144052505493
2	A2	3	25	False	27.858275890350345
3	A2	4	25	True	24.892345190048218
4	A2	5	25	True	27.2032949924469
5	A2	6	25	True	25.12791919708252
6	A2	7	25	False	14.24272608757019
7	A2	8	25	False	91.24850416183472
8	A2	9	25	True	410.2186963558197
9	A2	10	25	True	18.88009119033813
10	A2	11	25	False	5.312200307846069
11	A2	12	25	False	8.771929025650024
12	A2	13	25	True	17.384377002716064
13	A2	14	25	True	13.029701948165894
14	A2	15	25	True	19.586748838424683
15	A2	16	25	True	12.64255690574646
16	A2	17	25	False	0.338555097579956
17	A2	18	25	False	4.652383089065552
18	A2	19	25	False	8.108590841293335
19	A2	20	25	False	3.968459129333496
20	A2	21	25	True	5.117595911026001
21	A2	22	25	True	3.977813959121704
22	A2	23	25	False	3.1666910648345947
23	A2	24	25	True	2.66162109375
0	A2	1	26	False	42.359604835510254
1	A2	2	26	True	35.14110493659973
2	A2	3	26	False	7.146059036254883
3	A2	4	26	True	31.71166300773621
4	A2	5	26	True	27.21680903434753
5	A2	6	26	False	24.718549013137817
